image_id,image_name,pred_index,pred_label_maskrcnn,pred_score_maskrcnn,iou_with_matched_gt,gt_label,original_area,aspect_ratio,circularity,solidity,mean_intensity,std_intensity,mrcnn_prob_other,mrcnn_prob_rbc,mrcnn_prob_cbc
0,patch_000000.png,0,0,0.9789718389511108,0.7630272952853598,0,804.0,0.5853658536585366,0.7979085362594438,0.9840881272949816,18.03923988342285,10.66445255279541,0.9789718389511108,0.01051408052444458,0.01051408052444458
0,patch_000000.png,1,0,0.9780503511428833,0.7684887459807074,0,1244.0,1.0,0.910766000411596,0.978756884343037,58.45476531982422,36.198062896728516,0.9780503511428833,0.01097482442855835,0.01097482442855835
0,patch_000000.png,2,0,0.9763851165771484,0.7526254375729288,0,857.0,1.032258064516129,0.8949307441372535,0.981672394043528,68.07369995117188,34.072994232177734,0.9763851165771484,0.011807441711425781,0.011807441711425781
0,patch_000000.png,3,0,0.9658808708190918,0.8344155844155844,0,924.0,1.0,0.9323289502146879,0.9777777777777777,29.939645767211914,18.386585235595703,0.9658808708190918,0.0170595645904541,0.0170595645904541
0,patch_000000.png,4,0,0.9612637162208557,0.8211559432933478,0,908.0,1.3703703703703705,0.8773419107150489,0.990185387131952,69.82341766357422,40.83248519897461,0.9612637162208557,0.019368141889572144,0.019368141889572144
0,patch_000000.png,5,0,0.9412037134170532,0.6495412844036698,0,545.0,2.0,0.7744012851895454,0.9819819819819819,46.76963424682617,29.868640899658203,0.9412037134170532,0.02939814329147339,0.02939814329147339
0,patch_000000.png,6,0,0.9353151917457581,0.7219251336898396,0,927.0,0.8888888888888888,0.908188717835093,0.9747634069400631,38.43197250366211,21.181415557861328,0.9353151917457581,0.03234240412712097,0.03234240412712097
0,patch_000000.png,7,0,0.9204210638999939,0.8594040968342644,0,1074.0,0.7619047619047619,0.8065762466940986,0.9826166514181153,59.32646560668945,36.81479263305664,0.9204210638999939,0.03978946805000305,0.03978946805000305
0,patch_000000.png,8,0,0.8477279543876648,0.7698744769874477,2,460.0,0.4,0.63898503910124,0.9725158562367865,15.9462308883667,10.680768013000488,0.8477279543876648,0.0761360228061676,0.0761360228061676
0,patch_000000.png,9,1,0.8432760834693909,0.9173630454967502,1,2152.0,0.8888888888888888,0.8849397564253406,0.9821999087174806,38.22433853149414,19.546039581298828,0.07836195826530457,0.8432760834693909,0.07836195826530457
0,patch_000000.png,10,2,0.8305793404579163,0.8452243958573072,2,1714.0,0.8867924528301887,0.8299541656877892,0.9645469893078221,42.069889068603516,26.998830795288086,0.08471032977104187,0.08471032977104187,0.8305793404579163
0,patch_000000.png,11,0,0.8234456777572632,0.6385542168674698,0,746.0,1.7916666666666667,0.704487499640988,0.9455006337135615,34.26333236694336,17.411617279052734,0.8234456777572632,0.08827716112136841,0.08827716112136841
0,patch_000000.png,12,0,0.8174253702163696,0.881199538638985,1,867.0,2.0869565217391304,0.7228490506653076,0.9785553047404063,14.805901527404785,8.223738670349121,0.8174253702163696,0.09128731489181519,0.09128731489181519
0,patch_000000.png,13,0,0.8120552897453308,0.7639877924720244,1,1963.0,0.5211267605633803,0.7417116838167666,0.9689042448173741,8.258471488952637,6.502729415893555,0.8120552897453308,0.0939723551273346,0.0939723551273346
0,patch_000000.png,15,0,0.6694909930229187,0.9146031746031746,1,3150.0,0.5106382978723404,0.6730732081736016,0.9372210651591788,33.994693756103516,15.094121932983398,0.6694909930229187,0.16525450348854065,0.16525450348854065
0,patch_000000.png,16,0,0.6672180891036987,0.9337175792507204,1,1035.0,1.027027027027027,0.7743793275498692,0.9574468085106383,27.9083194732666,18.544857025146484,0.6672180891036987,0.16639095544815063,0.16639095544815063
0,patch_000000.png,17,1,0.6635313034057617,0.79,1,100.0,0.2,0.5019411339008449,0.9433962264150944,23.427658081054688,11.728494644165039,0.16823434829711914,0.6635313034057617,0.16823434829711914
0,patch_000000.png,18,2,0.6599587798118591,0.8700155359917141,2,1796.0,0.7213114754098361,0.7232859384348306,0.9594017094017094,15.691081047058105,9.121929168701172,0.17002061009407043,0.17002061009407043,0.6599587798118591
0,patch_000000.png,19,0,0.6303329467773438,0.8808184143222506,2,1862.0,0.6875,0.7581214072923252,0.9553617239610056,15.580611228942871,9.169124603271484,0.6303329467773438,0.18483352661132812,0.18483352661132812
0,patch_000000.png,20,0,0.6218541860580444,0.9194277108433735,1,2656.0,0.5866666666666667,0.8111027287558746,0.9804355850867479,25.305452346801758,15.532344818115234,0.6218541860580444,0.18907290697097778,0.18907290697097778
0,patch_000000.png,21,2,0.6022463440895081,0.8794282162834058,2,1477.0,0.46875,0.6736966941221647,0.980092899800929,44.395015716552734,19.826433181762695,0.19887682795524597,0.19887682795524597,0.6022463440895081
0,patch_000000.png,22,0,0.5571725964546204,0.9096422073984233,2,1602.0,0.47761194029850745,0.6714376168117157,0.9709090909090909,45.078514099121094,20.867521286010742,0.5571725964546204,0.22141370177268982,0.22141370177268982
0,patch_000000.png,23,1,0.5435532331466675,0.9059233449477352,1,287.0,4.0,0.48290323957192366,0.9566666666666667,11.26368236541748,6.901784896850586,0.22822338342666626,0.5435532331466675,0.22822338342666626
0,patch_000000.png,24,0,0.5398985743522644,0.9266409266409267,1,749.0,1.4444444444444444,0.7276305282015205,0.950507614213198,11.323299407958984,7.682042598724365,0.5398985743522644,0.2300507128238678,0.2300507128238678
0,patch_000000.png,25,1,0.5239751935005188,0.8461538461538461,0,97.0,2.5,0.63540906906336,0.97,17.78172492980957,8.876543998718262,0.2380124032497406,0.5239751935005188,0.2380124032497406
0,patch_000000.png,26,2,0.5148166418075562,0.5937888198757764,0,805.0,2.125,0.6280619766339676,0.9404205607476636,33.427711486816406,17.246747970581055,0.24259167909622192,0.24259167909622192,0.5148166418075562
0,patch_000000.png,27,0,0.5041415691375732,0.8910891089108911,0,96.0,3.0,0.6358843776234955,0.9696969696969697,17.76905632019043,8.968355178833008,0.5041415691375732,0.24792921543121338,0.24792921543121338
0,patch_000000.png,28,0,0.48568975925445557,0.9187279151943463,1,283.0,3.9,0.48975910126060457,0.9625850340136054,11.306289672851562,6.903053283691406,0.48568975925445557,0.2571551203727722,0.2571551203727722
0,patch_000000.png,29,1,0.4039197564125061,0.9248313523931898,1,3111.0,0.5,0.6679629764704935,0.9430130342528039,34.209693908691406,14.996450424194336,0.29804012179374695,0.4039197564125061,0.29804012179374695
0,patch_000000.png,30,2,0.3913280963897705,0.915753683415187,1,2629.0,0.6338028169014085,0.831766186238928,0.9787788533134772,25.679441452026367,15.395674705505371,0.30433595180511475,0.30433595180511475,0.3913280963897705
0,patch_000000.png,31,1,0.3850031793117523,0.9251269035532995,1,769.0,1.4814814814814814,0.6862167116988098,0.9400977995110025,11.482597351074219,7.892850875854492,0.30749841034412384,0.3850031793117523,0.30749841034412384
0,patch_000000.png,32,1,0.37645432353019714,0.9222011385199241,1,1048.0,1.027027027027027,0.7632655959909409,0.9632352941176471,27.67184829711914,18.523147583007812,0.31177283823490143,0.37645432353019714,0.31177283823490143
0,patch_000000.png,33,0,0.3730538487434387,0.7452830188679245,1,106.0,0.2,0.523356636829579,0.9636363636363636,22.478883743286133,12.091382026672363,0.3730538487434387,0.31347307562828064,0.31347307562828064
0,patch_000000.png,34,0,0.332929402589798,0.9356365357311879,1,2112.0,0.8679245283018868,0.8937224308229865,0.988301357042583,38.787784576416016,19.290996551513672,0.332929402589798,0.333535298705101,0.333535298705101
0,patch_000000.png,35,1,0.33216556906700134,0.9184597961494904,1,2640.0,0.625,0.8235175036325784,0.9799554565701559,25.58115577697754,15.403318405151367,0.33391721546649933,0.33216556906700134,0.33391721546649933
0,patch_000000.png,36,1,0.31744247674942017,0.8771526980482205,1,871.0,2.130434782608696,0.7097385018897642,0.976457399103139,14.747089385986328,8.252617835998535,0.3412787616252899,0.31744247674942017,0.3412787616252899
0,patch_000000.png,37,0,0.3128385841846466,0.7052631578947368,1,95.0,0.19230769230769232,0.45401307051748624,0.9223300970873787,41.66951370239258,19.265411376953125,0.3128385841846466,0.3435807079076767,0.3435807079076767
0,patch_000000.png,38,2,0.306594580411911,0.7948164146868251,2,445.0,0.36585365853658536,0.6106041499972702,0.9716157205240175,16.348926544189453,10.60753345489502,0.3467027097940445,0.3467027097940445,0.306594580411911
0,patch_000000.png,39,1,0.29399043321609497,0.9035563592525618,2,1611.0,0.47761194029850745,0.6432991994974765,0.9716525934861279,44.80619430541992,20.998878479003906,0.3530047833919525,0.29399043321609497,0.3530047833919525
0,patch_000000.png,40,1,0.28873252868652344,0.6639344262295082,2,1433.0,0.9056603773584906,0.31997155274407707,0.6329505300353356,16.657093048095703,8.90405559539795,0.3556337356567383,0.28873252868652344,0.3556337356567383
0,patch_000000.png,41,0,0.27218544483184814,0.8208871420550252,2,1750.0,0.8035714285714286,0.8412569118314223,0.9641873278236914,41.273590087890625,27.246402740478516,0.27218544483184814,0.3639072775840759,0.3639072775840759
0,patch_000000.png,42,1,0.23887944221496582,0.8691148775894538,0,1062.0,0.7619047619047619,0.8048371362079483,0.9860724233983287,59.9017333984375,36.61776351928711,0.3805602788925171,0.23887944221496582,0.3805602788925171
0,patch_000000.png,43,2,0.20820434391498566,0.7790697674418605,1,86.0,0.18518518518518517,0.3719965601118965,0.8775510204081632,43.007320404052734,19.18049430847168,0.39589782804250717,0.39589782804250717,0.20820434391498566
0,patch_000000.png,45,1,0.12722569704055786,0.8251826869027543,2,1754.0,0.8363636363636363,0.8371029895629326,0.965327462850853,41.29974365234375,27.128698348999023,0.43638715147972107,0.12722569704055786,0.43638715147972107
0,patch_000000.png,46,0,0.12676918506622314,0.8212669683257918,0,794.0,1.1379310344827587,0.8849405915230834,0.9694749694749695,11.759529113769531,11.80639362335205,0.12676918506622314,0.4366154074668884,0.4366154074668884
0,patch_000000.png,47,2,0.1256263107061386,0.7899736147757256,1,1887.0,0.5217391304347826,0.7494049046193362,0.9681888147768086,8.36164379119873,6.550842761993408,0.4371868446469307,0.4371868446469307,0.1256263107061386
0,patch_000000.png,49,2,0.11760605126619339,0.9254498714652957,1,3111.0,0.5,0.6660721179871995,0.9393115942028986,34.165016174316406,15.078368186950684,0.4411969743669033,0.4411969743669033,0.11760605126619339
0,patch_000000.png,50,2,0.11504719406366348,0.7127659574468085,1,94.0,0.19230769230769232,0.40660089128509624,0.9215686274509803,41.68731689453125,19.56681251525879,0.44247640296816826,0.44247640296816826,0.11504719406366348
0,patch_000000.png,51,1,0.08556700497865677,0.7808930425752856,1,1925.0,0.5142857142857142,0.7624148932489369,0.975177304964539,8.266185760498047,6.537019729614258,0.4572164975106716,0.08556700497865677,0.4572164975106716
0,patch_000000.png,52,1,0.08279483020305634,0.7444444444444445,1,90.0,0.18518518518518517,0.3892987256984964,0.8910891089108911,43.91783142089844,18.292814254760742,0.45860258489847183,0.08279483020305634,0.45860258489847183
0,patch_000000.png,54,0,0.06871003657579422,0.6836734693877551,1,98.0,0.19230769230769232,0.423903056871696,0.9245283018867925,41.0775260925293,19.487281799316406,0.06871003657579422,0.4656449817121029,0.4656449817121029
0,patch_000000.png,56,1,0.059387095272541046,0.6543438077634011,0,541.0,2.0,0.7592296464407325,0.9783001808318263,47.02857208251953,29.820199966430664,0.4703064523637295,0.059387095272541046,0.4703064523637295
0,patch_000000.png,58,0,0.052757784724235535,0.6095829636202307,0,1023.0,0.7619047619047619,0.8252366307838258,0.9623706491063029,10.496505737304688,9.640494346618652,0.052757784724235535,0.47362110763788223,0.47362110763788223
1,patch_000001.png,0,0,0.975822925567627,0.7222844344904815,0,893.0,1.03125,0.8862342324374171,0.9780941949616648,67.39415740966797,34.022911071777344,0.975822925567627,0.012088537216186523,0.012088537216186523
1,patch_000001.png,1,0,0.9693333506584167,0.7943805874840357,0,760.0,0.75,0.8660520571167343,0.9731113956466069,42.96149444580078,20.454233169555664,0.9693333506584167,0.015333324670791626,0.015333324670791626
1,patch_000001.png,2,0,0.9659178256988525,0.8053475935828877,0,926.0,1.3571428571428572,0.8605555298956138,0.9788583509513742,68.65620422363281,41.21916580200195,0.9659178256988525,0.01704108715057373,0.01704108715057373
1,patch_000001.png,3,0,0.9545630216598511,0.8508257858284497,0,1847.0,1.302325581395349,0.8678277333408544,0.9793213149522799,56.425865173339844,33.46327209472656,0.9545630216598511,0.022718489170074463,0.022718489170074463
1,patch_000001.png,4,0,0.9130999445915222,0.7554535017221584,2,871.0,0.8378378378378378,0.8992346785109807,0.9731843575418995,17.97983169555664,9.949265480041504,0.9130999445915222,0.04345002770423889,0.04345002770423889
1,patch_000001.png,5,0,0.9037930965423584,0.8530020703933747,0,1399.0,1.075,0.8566610221086541,0.9852112676056338,69.52557373046875,38.60295486450195,0.9037930965423584,0.0481034517288208,0.0481034517288208
1,patch_000001.png,6,0,0.9032164216041565,0.41566265060240964,0,166.0,0.2857142857142857,0.6048235356764249,0.9485714285714286,16.18512725830078,10.432686805725098,0.9032164216041565,0.04839178919792175,0.04839178919792175
1,patch_000001.png,7,0,0.8828153014183044,0.8440822111977321,0,1411.0,1.0,0.9345789456784538,0.9798611111111111,62.60536193847656,36.394283294677734,0.8828153014183044,0.05859234929084778,0.05859234929084778
1,patch_000001.png,8,2,0.859816312789917,0.850634371395617,2,1716.0,0.8518518518518519,0.8189673489680683,0.9602686066032456,42.218387603759766,26.883554458618164,0.0700918436050415,0.0700918436050415,0.859816312789917
1,patch_000001.png,9,0,0.8163748979568481,0.8442211055276382,1,395.0,0.27906976744186046,0.49496360011468704,0.9564164648910412,20.74982261657715,10.613197326660156,0.8163748979568481,0.09181255102157593,0.09181255102157593
1,patch_000001.png,10,1,0.8102445006370544,0.9241927936359382,1,2134.0,0.8867924528301887,0.8944119065394515,0.987505784359093,38.34292984008789,19.584362030029297,0.09487774968147278,0.8102445006370544,0.09487774968147278
1,patch_000001.png,11,0,0.8022233247756958,0.6223958333333334,0,768.0,2.0416666666666665,0.6352770434645985,0.9343065693430657,34.125492095947266,17.17165756225586,0.8022233247756958,0.0988883376121521,0.0988883376121521
1,patch_000001.png,13,1,0.7984011173248291,0.9032258064516129,1,896.0,2.0434782608695654,0.7499890066997956,0.9835345773874863,35.6850471496582,19.07711410522461,0.10079944133758545,0.7984011173248291,0.10079944133758545
1,patch_000001.png,14,1,0.7906306982040405,0.8836565096952909,1,352.0,1.75,0.7698847042160528,0.9777777777777777,44.035369873046875,17.404129028320312,0.10468465089797974,0.7906306982040405,0.10468465089797974
1,patch_000001.png,15,1,0.7872743606567383,0.9142857142857143,1,2380.0,0.9649122807017544,0.9154172984165784,0.9798270893371758,51.0280876159668,26.289207458496094,0.10636281967163086,0.7872743606567383,0.10636281967163086
1,patch_000001.png,16,0,0.7450562715530396,0.7937293729372937,0,606.0,0.40476190476190477,0.6879264383944447,0.9805825242718447,41.25,22.12653160095215,0.7450562715530396,0.12747186422348022,0.12747186422348022
1,patch_000001.png,17,1,0.7372841238975525,0.8872512896094326,1,1357.0,1.1891891891891893,0.8435089291762753,0.9847605224963716,36.53061294555664,23.50568199157715,0.13135793805122375,0.7372841238975525,0.13135793805122375
1,patch_000001.png,18,2,0.732509970664978,0.855609756097561,2,2048.0,0.6875,0.78090721451381,0.9588014981273408,54.606842041015625,33.205623626708984,0.133745014667511,0.133745014667511,0.732509970664978
1,patch_000001.png,19,2,0.7251955270767212,0.9361702127659575,1,2137.0,0.6984126984126984,0.7992933680835129,0.9744642042863657,52.87632369995117,24.82944679260254,0.1374022364616394,0.1374022364616394,0.7251955270767212
1,patch_000001.png,20,0,0.720593273639679,0.9272939346811819,1,2569.0,0.5324675324675324,0.78563480523763,0.9812834224598931,25.78177261352539,15.497248649597168,0.720593273639679,0.13970336318016052,0.13970336318016052
1,patch_000001.png,21,0,0.7155070900917053,0.9122715404699739,2,1915.0,1.0208333333333333,0.9182906723930745,0.981547924141466,38.76218032836914,25.719898223876953,0.7155070900917053,0.14224645495414734,0.14224645495414734
1,patch_000001.png,22,0,0.6631055474281311,0.8801213960546282,1,1977.0,1.0816326530612246,0.907701054212066,0.9787128712871287,45.80927658081055,28.63589859008789,0.6631055474281311,0.16844722628593445,0.16844722628593445
1,patch_000001.png,23,0,0.6603335738182068,0.9366059817945384,1,3076.0,0.48936170212765956,0.6695882822163713,0.9447174447174447,34.32198715209961,14.993897438049316,0.6603335738182068,0.1698332130908966,0.1698332130908966
1,patch_000001.png,24,0,0.6548345685005188,0.7910447761194029,1,932.0,1.6666666666666667,0.7311661182559966,0.9648033126293996,9.951794624328613,7.756259441375732,0.6548345685005188,0.1725827157497406,0.1725827157497406
1,patch_000001.png,25,0,0.6077187657356262,0.7962264150943397,2,795.0,0.3392857142857143,0.5948131066687403,0.979064039408867,45.70109176635742,22.05042266845703,0.6077187657356262,0.1961406171321869,0.1961406171321869
1,patch_000001.png,26,2,0.6047426462173462,0.8285340314136126,2,764.0,0.32727272727272727,0.5865200849898698,0.9769820971867008,46.83824920654297,21.662796020507812,0.1976286768913269,0.1976286768913269,0.6047426462173462
1,patch_000001.png,27,1,0.5347223281860352,0.9213303485769108,1,3127.0,0.5052631578947369,0.6668236699784108,0.9393211174526885,34.05095672607422,15.109492301940918,0.23263883590698242,0.5347223281860352,0.23263883590698242
1,patch_000001.png,28,0,0.5340253114700317,0.8349514563106796,0,94.0,2.5,0.6705761961187079,0.9306930693069307,17.636533737182617,8.94320011138916,0.5340253114700317,0.23298734426498413,0.23298734426498413
1,patch_000001.png,29,0,0.5324490666389465,0.7520107238605898,0,746.0,0.7428571428571429,0.8636714941055381,0.9688311688311688,25.5738468170166,11.155948638916016,0.5324490666389465,0.23377546668052673,0.23377546668052673
1,patch_000001.png,30,1,0.5270877480506897,0.9208984375,2,2008.0,0.6716417910447762,0.7632628693258323,0.962607861936721,49.49604797363281,26.598682403564453,0.23645612597465515,0.5270877480506897,0.23645612597465515
1,patch_000001.png,31,1,0.5132925510406494,0.8431372549019608,0,93.0,2.375,0.6505385264623469,0.9489795918367347,17.546632766723633,8.680487632751465,0.2433537244796753,0.5132925510406494,0.2433537244796753
1,patch_000001.png,32,2,0.4953303635120392,0.8997601918465228,2,2035.0,0.6716417910447762,0.7776714921966668,0.9635416666666666,48.481632232666016,27.0712947845459,0.2523348182439804,0.2523348182439804,0.4953303635120392
1,patch_000001.png,33,1,0.47916507720947266,0.9159465828750982,1,2490.0,0.547945205479452,0.7982785868428619,0.9892729439809297,26.333106994628906,15.3530855178833,0.26041746139526367,0.47916507720947266,0.26041746139526367
1,patch_000001.png,34,1,0.47760143876075745,0.8904179408766565,2,1962.0,1.0,0.918004956333415,0.98001998001998,38.0140380859375,25.870588302612305,0.2611992806196213,0.47760143876075745,0.2611992806196213
1,patch_000001.png,35,0,0.4473760724067688,0.8425613866153105,2,2071.0,0.6567164179104478,0.7540217666585427,0.9539382772915707,54.0457763671875,33.35759353637695,0.4473760724067688,0.2763119637966156,0.2763119637966156
1,patch_000001.png,36,0,0.43381863832473755,0.9237536656891495,2,2010.0,0.6716417910447762,0.776048276128696,0.9668109668109668,49.42689514160156,26.616722106933594,0.43381863832473755,0.2830906808376312,0.2830906808376312
1,patch_000001.png,37,0,0.38919204473495483,0.9015486725663717,1,904.0,2.1739130434782608,0.7134627826786439,0.9783549783549783,35.515254974365234,19.106815338134766,0.38919204473495483,0.3054039776325226,0.3054039776325226
1,patch_000001.png,38,2,0.3850964903831482,0.8743718592964824,1,1990.0,1.0816326530612246,0.9072336948435711,0.9798129000492368,45.634132385253906,28.620697021484375,0.3074517548084259,0.3074517548084259,0.3850964903831482
